LTR,Date,expNo1,expNo2,Min,Sec,EStmInt,EStmDrtn,Supra,MSEstm,stmDrtn,stmDly,MSEstmInt,AD,RS,WDS,ADDrtn,HPCDrtn,CtxDrtn,recAD,recGS,MI,Thresholded
106,190627,2,2,102,0,45,2,1,1,30,40,35,1,5,0,13.632,53.85,16.006,NaN,NaN,0.0726023304451748,0
106,190627,2,2,135,0,45,2,1,0,30,60,35,1,5,0,11.504,38.862,28.426,NaN,NaN,0.134322373696872,0
106,190627,2,2,166,0,45,2,1,1,30,60,35,1,5,0,16.168,50.922,27.146,NaN,NaN,0.134322373696872,0
106,190627,2,2,198,0,45,2,1,0,30,0,35,1,5,0,15.21,46.496,31.486,NaN,NaN,0.0852466111865273,0
106,190627,2,2,231,30,45,2,1,1,30,0,35,1,5,0,17.636,55.162,27.68,NaN,NaN,0.0852466111865273,0
107,190627,2,2,70,0,80,2,1,1,30,40,35,1,5,0,10.372,31.854,3.142,NaN,NaN,-0.161383740522325,0
107,190627,2,2,102,0,80,2,1,0,30,40,35,1,5,1,16.634,44.114,21.69,NaN,NaN,-0.161383740522325,0
107,190627,2,2,135,0,80,2,1,1,30,60,35,1,5,0,20.986,36.058,17.246,NaN,NaN,-0.0617470271395488,0
107,190627,2,2,166,0,80,2,1,0,30,60,35,1,5,0,16.668,40.804,21.846,NaN,NaN,-0.0617470271395488,0
107,190627,2,2,198,0,80,2,1,1,30,0,35,1,5,0,18.166,41.74,23.014,NaN,NaN,-0.0506948077054288,0
107,190627,2,2,231,30,80,2,1,0,30,0,35,1,5,0,20.596,46.198,25.78,NaN,NaN,-0.0506948077054288,0
